index,text,company,positive,negative,notr
4522,Trendyol dan blender aldım teslim aldığımda üründe çizikler ve iç takma demirinin sallandığını takarken bile zorlandığını fark ettim aynı gün iade kodu aldım ve teslim ettim. Videosunu çektim resim attım ona rağmen iademi vermemek için analiz süreci oluşturmuşlar. O dönem aldığım parayla şimdi bir blender alamıyorum iadem yapılmadıkça paramın da değeri düştü ve 2 defa mağduriyet yaşatmış oldular. Trendyol a kaç kez mesaj attım firmayla iletişime geçmek istemedi analiz günü dolmamış diye. 1 ay oldu iş günü hesaplıyorlar bayram tatili hesaplıyorlar bana 2 ay sonra mı iade edilecek 2 ay sonra o paranın bir değeri kalacak mı? Neden bu açıdan bakılmıyor? Hem Trendyol'dan hem kusurlu ürün gönderen firmadan şikayetçiyim.,Trendyol,,iademi vermemek için analiz süreci oluşturmuşlar|üründe çizikler ve iç takma demirinin sallandığını takarken bile zorlandığını fark ettim|2 defa mağduriyet yaşatmış oldular|o paranın bir değeri kalacak mı|iade edilecek,
4523,Bol malzeme anlayışınız bu mu? @DominosDestek,DominosDestek,,Bol malzeme anlayışınız bu mu,
4524,Sahte kimlik bilgileri ile 30.04.2024 tarihindeki TeknosaCell abonelik başvurunuza ait sözleşme örneği emaili aldım. \nHizmet Numarası\t:\t5307****41. \nBen hiçbir zaman TeknosaCell aboneliği yaptırmadım. \nSahte belgelerle yapıldığı aşikar olan bu aboneliğin gözden geçirilerek iptal edilmesini talep ediyorum.\nTeknosaCell ancak kendi aktif abonelerine şikayet hakkı verdiği için buraya yazma zorunda kaldım.\nSaygılarımla ,TeknosaCell,,Sahte kimlik bilgileri ile|Sahte belgelerle yapıldığı aşikar olan bu aboneliğin gözden geçirilerek iptal edilmesini talep ediyorum|aboneliği yaptırmadım,
4525,Kerem Bürsin20142024Güneşi Beklerken Turkcell,Turkcell|Kerem Bürsin,,,
4526,Turlasana firmasından 17.06.2024 tarihli lavanta festivali olarak aldığım tur son dakika farklı bir tur ile değiştirildi. Belirtilen güzergah dışında yerlere götürdüler ve müşteri temsilcileri lakayıt bir biçimde daha fazla yer gezdirdiklerini belirtti. Aynı tura gelen müşterilerin hepsi farklı tur satın alıp bambaşka bir tura gelen insanlardı. Toplama kampı gibi bir tatil oldu. Bir daha asla tercih etmem,Turlasana,,farklı bir tur ile değiştirildi|lakayıt bir biçimde daha fazla yer gezdirdiklerini belirtti|Toplama kampı gibi bir tatil oldu|Bir daha asla tercih etmem,
4527,@RemziOren Merhaba  size ulaşabilmemiz ve hızlıca yardımcı olabilmemiz için iletişim bilgilerinizi DM ile paylaşmanızı rica ederiz.,RemziOren,,,
4528,nerde bu elektrikler ?? @enerjisa @enerjisadestek,enerjisa|enerjisadestek,,nerde bu elektrikler,
4529,Geçen yıl Turkcell müşteri hizmetleri beni aradı. Rahat hat diye bir tarife teklifini sundu. İstediğiniz zaman iptal edebilirsiniz dedi. Bende birkaç ay kullandım  sonra paketin iptalini yaptım. Ama hâlâ rahat faturalı olarak görünüyorum. Ve aylık 20 TL ödüyorum boş boşuna. Bende müşteri hizmetlerini aradım  iptal için. Bana  \,Turkcell,,boş boşuna|iptal için,
4530,Kargonuz itina ile gezdirilir. Herhalde bu konuda #DünyadaTekiz değil mi ? @UPSTurkiye @UPSDestek @UPS ne dersiniz ?:),UPSDestek|UPS|UPSTurkiye,,Kargonuz itina ile gezdirilir.,
4531,Migros sanal market 3-16 Haziran arası görevleri tamamla 150 Money kazan kampanyasında 2 sipariş verip görevi tamamladığımı sanmıştım. Daha önce de ekran görüntüsü almıştım. Görseli de buraya koyuyorum. Neden Money yüklemediklerini şikayetvardaki yorumları da okumam neticesinde tesadüfen yeni fark ettim. Alışverişin birisi sanal markette birisinin ise mağazada olması gerekiyormuş. Görsel logoda onu fark etmek çok zor. Çünkü ikisi de turuncuyla yazılmış. Yanıltıcı bir görsel var. Kampanya detaylarında da bununla ilgili hiçbir açıklama yok. Böyle olduğunu bilsem gider mağazada harcardım. Mağaza da evime yakın. Üstelik kargo parası da ödedim Money kazanmak için. Mağduriyetimin giderilmesi için 150 Money'nin hesabıma aktarılmasını talep ediyorum.,Migros|şikayetvar,,Money kazanmak için|Mağduriyetimin giderilmesi için 150 Money'nin hesabıma aktarılmasını talep ediyorum|Yanıltıcı bir görsel var|görsel logoda onu fark etmek çok zor|Alışverişin birisi sanal markette birisinin ise mağazada olması gerekiyormuş|Kampanya detaylarında da bununla ilgili hiçbir açıklama yok,
4532,Diğer bref bloklardan daha uzun gidiyor fakat onlar kadar da köpürmüyor.,bref,daha uzun gidiyor,onlar kadar da köpürmüyor,
4533,Güzel,,Güzel,,
4534,@VakifBankDestek Sayın admin çağrı merkeziniz de personel sorunu var galiba ne gündüz ne gece ulaşmak mümkün değil,VakifBankDestek,,personel sorunu var galiba ne gündüz ne gece ulaşmak mümkün değil,
4535,Bir haftadır internet yok çalışmıyor arıza kaydı vermek için aradığımda genel arıza var diyorlar. Arıza kaydı oluşturmuyorlar. Ancak aynı direkten bağlı olduğumuz yan ve karşı komşularda internet varsa nasıl genel arıza olur. Bu durumu anlayan bilen varsa açıklık getirebilir mi,,,genel arıza var diyorlar|Bir haftadır internet yok çalışmıyor,
4536,Emekli maaşımı ING Bankasına taşıdım  promosyon alabilmek için faturalarıma otomatik ödeme talimatı verdim. Ek olarak  bunun için de bir promosyon alacağım söylendi. Promosyon parası yatmadı. Aradım  yatacak dediler. Sonra tekrar aradım  incelemede dediler. Şimdi tekrar aradığımda  bir bilgi formu olduğunu ve onu doldurmadığım söylendi. Maaşımı başka bankaya taşıyacağım.,ING Bankasına,,yatacak dediler|incelemede dediler|bir bilgi formu olduğunu ve onu doldurmadığım söylendi,
4537,Eee @akbank @AkbankDestek zıttırı fıttırı her şeye bildirim atarsınız; bir ihtiyacımız olsa burnunuzdan kıl aldırmaz  anında Yoh yoh dersiniz..Karttan çifter çifter mükerrer harcama kesilirken  limit eksilere düşerken bu bildirimlerin biri bile çalışmamış?????😒Yazık...😒,akbank|AkbankDestek,,zıttırı fıttırı her şeye bildirim atarsınız|burnunuzdan kıl aldırmaz|anında Yoh yoh dersiniz|çifter çifter mükerrer harcama kesilirken|limit eksilere düşerken bu bildirimlerin biri bile çalışmamış,
4538,Cafe Viento olarak Getir'e başvuru yaptım ancak üç ay oldu hala dönüş yapılmadı. Adamına göre mi iş yapıyorlar? Arayıp sorduğumda tekrar başvuru yapın  mail atın diyorlar ancak yine ses yok. Antalya Muratpaşa'ya bakan temsilcinin telefonunu vermiyorlar. Yetkililere ulaşılacak başka da numara yok. Ben iş yerini Getir'e güvenerek paket servisi için açtım. Şu an beni ortada bıraktılar.,Getir,,hala dönüş yapılmadı|Adamına göre mi iş yapıyorlar?,
4539,Ziraat Borsa hesabımda portföyünüzde sembol bulunamamaktadır diyor satış asla yapmadım sebebi nedir hesabım da hiçbir şekilde kar ve zarar göremiyorum çünkü sembol bulunamamaktadır diyor neden böyle olduğunu açıklayabilir misiniz. Yardımcı olursanız çok memnun olurum,Ziraat Borsa,,sembol bulunamamaktadır diyor|satış asla yapmadım,
4540,Payfix'ten hiçbir şekilde para çekilemiyor. Müşteri hizmetlerine bağlanmaya çalıştığımda da bağlanamıyorum. Ödeme yapacağız  paramızı çekemiyoruz. Böyle bir olay yok. Bir an önce çözülmesini talep ediyorum. Paramızla rezil oluyoruz. Gerçekten inanılmaz bir şey.,Payfix,,hiçbir şekilde para çekilemiyor|bağlanamıyorum|Böyle bir olay yok,
4541,2554134102 numaralı Netspeed abonesiyim  2023 Aralık ayından beri interneti hızımda sürekli dalgalanma var ve ping problemi yaşamaktayım. Konuyla alakalı 5 aydır haftada en az 3-4 kez sesli şikayet  haftada 1 kerede web sitelerinden yazılı şikayet bırakmama rağmen şikayeti tamamlandı yaparak arıza kaydımı kapatmaktalar. Bu şikayetimi BTK ve CİMER'den Altyapı Bakanlığına da ileteceğim ödemiş olduğum paraların karşılığında hizmet alamıyorum ve sadece altyapı probleminiz en kısa sürede tamamlanacak diyorlar. 2024 Nisan ayına geldik hala bir çözüm yok. Artık ne yapacağımı bilmiyorum ne kadar bakanlık varsa tek tek şikayet gireceğim,Netspeed|BTK|CİMER|Altyapı Bakanlığına,,sürekli dalgalanma var|ping problemi yaşamaktayım|şikayeti tamamlandı yaparak arıza kaydımı kapatmaktalar|hizmet alamıyorum|çözüm yok,
4542,11834 hiçbir şekilde kesilecek miktarı belirtmeden faturama 79 TL yansıtılması haksız bir kazançtır. Bu kadar yüksek bir meblağ olmamalı. Bu ücretin derhal iptal edilmesini istiyorum. Yoksa yasal yollara başvuracağım. Böyle bir haksızlık olamaz. Asla da numaranın kime ait olduğunu öğrenemiyorsunuz  kayıtlı değil mesajı gönderiyorlar.,,,haksız bir kazançtır|Böyle bir haksızlık olamaz,
4543,@TK_TR @BilalEksiTHY @omerdurna07Son olay sabihagokçen Antalya9.05 uçağı bu konu acil çözülmeli.THY na yakışmıyor.,TK_TR|BilalEksiTHY|omerdurna07|THY,,acil çözülmeli|yakışmıyor,
4544,Daha geçen hafta bu fiyatlar yüzünden numaramı başka operatöre taşıdım. Yarı fiyatına geldi valla turkcell gereksiz pahalı,turkcell,,gereksiz pahalı,
4545,Özellikle Diyarbakır uçaklarında sürekli gecikme yaşanması tesadüf mü ? @tssdestek @UABakanligi,tssdestek|UABakanligi,,sürekli gecikme yaşanması tesadüf mü,
4546,Sevgili @ArcelikDestek 102880948 no’lu siparişimizi ne zaman teslim etmeyi düşünüyorsunuz?,ArcelikDestek,,,
4547,Rüzgarnet (Akar Telekom) taahhütsüz anlaşma gereği aboneliğimi iptal etmeme rağmen 'yine de ödemeniz var' diyorlar. Kayıtlardan da anlaşılacağı üzere  düzgün bir internet kullanımım olmamasına rağmen ve ekte göndermiş olduğum son faturayı - hiç hizmet alamama rağmen - ödemiş bulunmaktayım. Yardım masasına bir türlü erişemiyorum  mağduriyetimin giderilmesini ve bu firmayı takibe alınmasını istiyorum.,Rüzgarnet|Akar Telekom,,taahhütsüz anlaşma gereği aboneliğimi iptal etmeme rağmen 'yine de ödemeniz var' diyorlar|düzgün bir internet kullanımım olmamasına rağmen|hiç hizmet alamama rağmen|Yardım masasına bir türlü erişemiyorum|mağduriyetimin giderilmesini ve bu firmayı takibe alınmasını istiyorum,
4548,Allah sizi nasıl biliyorsa öyle yapsın @TurkNetDestekAnkastre kutusu bozuk ne yapmam lazım dediğim @TurkNetAdsl biz bi sorun bulamadık bir de ankastre kutunuzu kontrol edin diye dönüş yaptı bana!,TurkNetDestek|TurkNetAdsl,,Allah sizi nasıl biliyorsa öyle yapsın,
4549,Evde Vodafone internet kullanıyorum. 31 Mayıs itibarıyla internetim kesildi. Borcum olmadığı halde internetim gelmiyor. Müşteri hizmetlerini aradığımda arıza kaydı oluşturuluyor fakat tamir için gelen olmuyor. Arızanın nerede oluştuğunu da söylemiyorlar. Bazı müşteri temsilcileri de dışarıdan elektrikçi getirin  siz yaptırın diye bir cümle kullanıyorlar. Bu konunun acilen sonuçlanmasını rica ederim.,Vodafone,,Borcum olmadığı halde internetim gelmiyor|arıza kaydı oluşturuluyor fakat tamir için gelen olmuyor,
4550,Merhabalar Exxen üyeliğimi iptal edemiyorum otomatik ödeme ile ödüyordum ücretini. İptal edemediğim için bir süre hesaba para atmamayı tercih ettim. Exxen uygulamasına girdiğimde de ödemeyi yapmadığım için aboneliğimin sonlandırıldığını belirten bir bildirimle karşılaştım. Fakat bugün hesabıma para yatırdığımda direkt Exxen parayı çekti. Bu nasıl oluyor ben bu ay kullanmadığım hesap için para ödemek istemiyorum. Exxen mağdur etmeye başladı gerçekten...,Exxen,,iptal edemiyorum|mağdur etmeye başladı,
4551,78245171 referans numaralı kaydımı 16.12.2023 tahinde gerçekleştirdim. İlerleyen günlerde 4 kez daha sizlerle iletişim kurdum ve durumun aciliyetini bildirelim diyip geçiyorsunuz ANCAK İNTERNET 3.38 Mbps ALOOOO 2024 e giriyoruz 4 gündürTIK YOK! @DSmartDestek @DSmartDunyasi,DSmartDestek|DSmartDunyasi,,durumun aciliyetini bildirelim diyip geçiyorsunuz|ANCAK İNTERNET 3.38 Mbps ALOOOO 2024 e giriyoruz 4 gündürTIK YOK,
4552,Bundan sonra benim için İsmailbanksın@VakifBankDestek,VakifBankDestek,,Bundan sonra benim için İsmailbanksın,
4553,Çavuşbaşı/Beykoz musluktan akan su  tabi ki bir açıklamanız vardır ama çocuğu yıkacaktım ne yapayım ?@Beykoz_Bld @istanbulbld @iski_destek @murataydintr @ekrem_imamoglu @SafakBasa,Beykoz_Bld|murataydintr|iski_destek|ekrem_imamoglu|SafakBasa|istanbulbld,,musluktan akan su,
4554,#Turkcell #Cybercamp eğitim programımıza başvuru için son günler; lisans son sınıf  yüksek lisans ya da doktora öğrencisi  yeni mezun ve en fazla 2 yıllık iş tecrübesi varsa başvurulabilir. Retweet edin lütfen!,Turkcell,,,
4555,Siparişin 14. günü  ürün sonunda kargoya verildi  kargoya ilişkin bilgi mesajı tarafıma iletildi. 31 i teslim tarihi olarak görünüyordu tahmin edebileceğiniz gibi teslim edilmedi. Sizden ricam bana siparişle ilgili tam  net   kesin bilgi vermeniz. @KoctasDestek @SendeoTurkiye,KoctasDestek|SendeoTurkiye,,teslim edilmedi,
4556,#superonline bu nasıl bir rezillik sizden kurtulmam için ne yapmam gerekiyor acaba.Fesih bile edemiyorum sözleşmemi en yakın zamanda sizden kurtulmak dileğiyle @TurkcellHizmet @Turkcell @SuperYardim,superonline|TurkcellHizmet|Turkcell|SuperYardim,,Fesih bile edemiyorum|rezillik,
4557,@ciceksepeti @csdestek tedariğin ne zaman sağlanacağı hala belli değil. Bu mudur müşteri memnuniyeti? DM attım ve hala çözüm yok.,ciceksepeti|csdestek,,tedariğin ne zaman sağlanacağı hala belli değil|müşteri memnuniyeti,
4558,UVA ve UVB güneşten süzülen zararlı ışınlardan yüzde yüz koruyor. Boynuma sürmeyi unutup sadece suratıma sürdüm boynum yandı yüzüm kendi renginde kaldı kıvam olarak aşırı su sıvı kıvamda  normalde aşırı hassas gözlerim ama göz yakmıyor reaksiyon sıfır ciltte beyazlık bırakmıyor anında emiliyor yağlı bir hissi yok,,anında emiliyor|yağlı bir hissi yok|göz yakmıyor reaksiyon sıfır|ciltte beyazlık bırakmıyor|yüzde yüz koruyor,boynum yandı yüzüm kendi renginde kaldı|aşırı su sıvı kıvamda,
4559,İski şebeke suyu nem küf kokuyor Küçükçekmece İkitelli bölgesi araştırın lütfen @iski_destek @IBBcozummerkezi,iski_destek|IBBcozummerkezi,,nem küf kokuyor,
4560,Konya Rampalı'daki Doğan Çanta'dan aldığım ayakkabıyı bayramda bir kere giydim  ayağımı vurdu  acıttı ve kızarttı. Uzun süre giysem yara yapacaktı. İçindeki yazılar tek seferde silinecek gibi oldu. Marka silinecekse neden bu kadar para veriyoruz? Bu ayakkabılar pazarda 300 TL  biz ise 1.800 TL'ye alıyoruz. Ne yapabilirim? Bu ayakkabıyı iade talep ediyorum. Resimlerini yükleyeceğim  ayağımın iki tarafı da on beş dakikada böyle oldu.,Doğan Çanta,,ayağımı vurdu  acıttı ve kızarttı|İçindeki yazılar tek seferde silinecek gibi oldu|Marka silinecekse neden bu kadar para veriyoruz|Bu ayakkabılar pazarda 300 TL  biz ise 1.800 TL'ye alıyoruz|Bu ayakkabıyı iade talep ediyorum,
4561,1200 TL mi fast işlemi sırasında yanlış harf nedeniyle kendi hesabınıza geçirdiniz 1 aydır paramın kimde olduğu belli değil iki banka da araştırıyoruz diyor. Bir dönüş yok öğrenenler bunun hırsızlık olduğunu söylüyor Param nerede!!! @ZiraatDestek @qnbfbdinliyor @BankalarBirligi,ZiraatDestek|qnbfbdinliyor|BankalarBirligi,,hırsızlık olduğunu söylüyor|Param nerede,
4562,Bursa Yıldırım Ebebek mağazasına değişim için gittim. 21.45 de mağazanın kapandığını ve değişim iade alamayacaklarını söylediler. Bebeğimi bırakarak gittim değişim yapmayarak beni zor durumda bıraktılar. Her zaman bebeğimi bırakarak mağazaya gidemem ki. İnternette 22 de kapanan mağaza nasıl oluyor da 21.45 de kapanıyor merak ediyorum. Yetkili birisinin açıklamasını bekliyorum.,Ebebek,,değişim iade alamayacaklarını söylediler|zor durumda bıraktılar,
4563,Ambalaj incelenince sahte baskı olduğu anlaşılıyor. Kokusu da olması gerektiği gibi değil,,,sahte baskı olduğu anlaşılıyor|Kokusu da olması gerektiği gibi değil,
4564,Canım @VodafoneDestek . Ek internet paketi aldığımda her seferinde 1 kerelik diyorsunuz ama ne oluyor. Paket yenilenme tarihinde otomatik güncelleniyor o ek paket bana yine. Ya dediğinizi yapın ya da adam gibi açıklama yapın,VodafoneDestek,,adam gibi açıklama yapın|Ek internet paketi aldığımda her seferinde 1 kerelik diyorsunuz ama ne oluyor. Paket yenilenme tarihinde otomatik güncelleniyor o ek paket bana yine. Ya dediğinizi yapın,
4565,Son 1 haftadır internetimiz 3 öğün canı sıkıldığı için kesiliyor. Müşteri hizmetlerini de aramama rağmen bana \,,,,
4566,Az önce Çark çevirdim ve çarktan filmbox 1 aylık üyelik çıktı  kodu hesabım kısmından kupon kullan alanına yazdığımda geçersiz kod uyarısı alıyorum. Madem geçersiz kod verecektiniz neden çarka koydunuz?! Kullanamıyorum yardımcı olur musunuz lütfen...,filmbox,,geçersiz kod uyarısı alıyorum|Kullanamıyorum,
4567,19 Haziran 2024 Tarihinde Kamil Koç Turizm firmasından saat 6.00 a bilet almışım. 5.55 te peronda olmama rağmen otobüs beni arayıp sormadan kalkıp gitti. Ücret iadesi ve açıklama bekliyorum. Eğer beni aramayacaksanız ben bu numarayı neden veriyorum. Obilet firmasıyla iletişime geçtiğimde 530 TL'lik bilete dalga geçer gibi 50 Tl tanımlayacağız dediler. İsin komiği onu bile tanımlamadılar.,Kamil Koç Turizm|Obilet,,Ücret iadesi ve açıklama bekliyorum|beni arayıp sormadan kalkıp gitti,
4568,Hepsiburada'dan 1 yıl boyunca kullanılabiliyor diye ssportplus kodu aldım fakat aldığım kodu kullanamadım. Yardımcı olup kullanmamı sağlayabilir misiniz? Bir kodun bir yıl içinde kullanılabiliyor olması gerekiyordu. Yardımcı olur musunuz şimdiden teşekkür eder iyi çalışmalar dilerim.,Hepsiburada'dan|ssportplus,,kullanılabiliyor olması gerekiyordu|kullanılabiliyor diye ssportplus kodu aldım fakat aldığım kodu kullanamadım,
4569,TEB SHE kart kullanıcısıyım. Son 4 rakamı 6295 olan kredi kartımdan 460 TL kart aidatı yansıtılmış. 1 yıl önce kalma sözü verdim. Kart aidatımın geçen yıl yarısını geri iade yaptılar  280 TL'nin 140 TL'si iade edildi. Müşteri hizmetleri ile görüştüğümde kartımın borcu olmadığı için kartımı kapattırmak istediğimi belirttim. Bana 20 Haziran'da 1 yılınız doluyor  20 Haziran'da arayın  kapatalım dediler. Üzerine basa basa kart aidatı yansıtılmayacak diye sorduğumda  hayır yansıtılmayacak dediler. 20 Haziran'da arayın  kapatalım dediler. Bugün müşteri hizmetlerini aradığımda tekrar bana 1 yıl kalma sözü verin  puan olarak iade yapalım dediler. Ben de sizinle görüştüğümü  bugün arayın kapatalım dediklerini söyledim. Gerekirse ses kayıtlarını dinleyebilirsiniz dediğimde  bizim ses kaydı dinleme yetkimiz yok diyerek kart aidatının geri iadesinin yapılmadığını söylediler. Her yıl aynı sorunu yaşıyorum. Kartı kapattıramıyorum. 4822 sayılı Kanun ile değişik 4077 sayılı Tüketicinin Korunması Hakkında Kanun'un sözleşmedeki haksız şartlar başlıklı 6. maddesi gereğince  bankanızın almakta olduğu üyelik ücreti herhangi bir hizmet karşılığı olmadığı için haksız bir sözleşme şartıdır ve önceden hazırlanmıştır. T.C. yasalarına göre yapılan bu ücretlendirme  13. Hukuk Dairesi tarafından verilen 2011/47 esas  2011/115 sayılı son karara göre yıllık kart ücreti aidatının iadesi gerekmektedir. Ayrıca  Yargıtay Hukuk Genel Kurulu'nun 2010/1-93-88 sayılı kararı uyarınca geriye dönük kesilen kart aidatlarının da iadesi konusunda kesin hüküm bulunmaktadır. Türk Borçlar Kanunu'nun 27. maddesinin 1. fıkrasında şu ifadelere yer verilmiştir: 'Kanunun emredici hükümlerine  ahlaka  kamu düzenine  kişilik haklarına aykırı veya konusu imkânsız olan sözleşmeler kesin olarak hükümsüzdür.' Mevcut yasal düzenlemeler çerçevesinde para iadesini talep ediyorum. Aksi takdirde yasal haklarımı kullanmak üzere başvuruda bulunacağımı bildiririm.,TEB SHE,,kart aidatının geri iadesinin yapılmadığını söylediler|Kartı kapattıramıyorum|Her yıl aynı sorunu yaşıyorum,
